Player,Pos,Squad,Age,Min,Goals,SoT%,G/Sh,ShoDist,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasCrs,TI,SCA,GCA,Tkl,TklWon,TklDri%,Blocks,Int,Clr,Err,Touches,TouAtt3rd,TouAttPen,CPA,Crs,PKwon,PKcon,Recov,AerWon%,Rankings
Ruben Aguilar,DF,Monaco,29,2140,-0.6926610419727555,0.2,-1.0821198573645736,1.0920765109119126,0.838,0.9229999999999999,0.87,0.5489999999999999,-0.3782484681052912,-0.7019431254957998,0.24186252895665988,0.024405386784332985,-0.1860601704536555,0.09430302544485172,0.9410313464109826,-0.7694895742975474,-0.6063714016654896,0.380096324097957,0.22966644948468692,0.616,-0.41154648414526157,0.06577669057256874,0.044866605911850675,0.07695298041543923,-0.1928653729230644,-0.24763744043491118,-0.6225767440658084,-0.48829182301947077,0.09430302544485172,-0.24462199880978383,-0.2412795325316411,-0.3191703295503821,0.494,61
Anel Ahmedhodzic,DF,Bordeaux,23,1350,-0.6926610419727555,0.5710000000000001,-1.0821198573645736,-0.3430643421994551,0.8859999999999999,0.9470000000000001,0.915,0.743,-0.2524634353659505,-0.31611060773372135,-0.32427982945488987,-0.5603495428219655,-0.2799373316096239,-0.5104274360319452,-0.3350391831876971,-0.41766352789019784,-0.650335369660142,0.3265621040417788,0.3572581194513786,0.48100000000000004,-0.20872897692921308,0.6320451966915812,0.6469851972606284,-0.30744497024378353,0.1837339467960583,-0.8405225937647125,-0.5235127691473556,-0.19566376927606932,-0.5104274360319452,-0.24462199880978383,-0.2412795325316411,0.468676430230526,0.7140000000000001,119
Jean-Eudes Aholou,MF,Strasbourg,28,1004,-0.1313910664822057,0.11800000000000001,-0.3857933576694502,0.704200604665597,0.847,0.9159999999999999,0.8759999999999999,0.6,0.07606451185438635,-0.12338821845571339,-0.13566555775101807,0.08563890305685505,-0.3103736313745007,-0.501032320125371,-0.5001605619348856,0.2973212378994082,0.422457828738768,0.37812394894800105,0.06668207026926647,0.5710000000000001,-0.4803796670819352,1.0225051402288023,-0.22115548138532548,-0.30744497024378353,0.10673396769084714,0.01827939395045868,-0.11535079405143175,-0.1522500244616183,-0.501032320125371,-0.24462199880978383,-0.2412795325316411,1.1503893180796962,0.636,98
Ola Aina,DF,Torino,25,1437,-0.6926610419727555,0.4,-1.0821198573645736,1.0726827155995973,0.721,0.866,0.775,0.45899999999999996,-0.7032432895370804,0.03843262072626062,-0.15919288960592567,0.4070807249616439,0.26628512291379736,0.3554697345616365,1.3868329733234015,-0.019268549007144718,-0.9065922726017347,0.0239987364564487,-0.2667823498898888,0.68,-0.0402576263005284,0.363389508753029,0.08480329560597917,-0.30744497024378353,-0.08655832888832896,0.12003869292242549,-0.26609832674960815,0.22237784535929261,0.3554697345616365,-0.24462199880978383,-0.2412795325316411,-0.10138770050088576,0.439,99
Rayan Aït Nouri,DF,Wolves,20,1828,-0.5214006920479707,0.308,-0.15368452443774236,0.064205359359176,0.752,0.917,0.787,0.43700000000000006,-0.2276627931858571,-0.37013670223501893,-0.7419388755382007,-0.3897351651011524,0.3805002629012586,0.5372520067384128,0.8980207119731629,-0.26837939118439685,-0.09552595741460562,0.6163473893113613,0.45895454348938214,0.622,-0.24033343941754423,-0.08148107749469459,-0.2959071215048886,0.25506297177668746,-0.36235451683689146,-0.18779474621731485,-0.33704118499297286,0.18575896426719363,0.5372520067384128,0.5136339989148019,-0.2412795325316411,-0.5753480920382255,0.513,75
Ludovic Ajorque,FW,Strasbourg,28,2738,0.19919380586053584,0.40700000000000003,0.6586963918732349,-0.6727588625088236,0.737,0.797,0.732,0.675,0.12230053188662095,-0.3745157354016021,-0.984010790556129,-0.5151346957863456,-0.4530893083164167,-0.6300691844207794,-0.4923536584398791,-0.4790814815352996,-0.36509146027080996,-0.7368894998784056,-0.7758519065073846,0.2,-0.9672743854473999,-0.9960148741722361,-0.6175131031983264,-0.08211308170906749,-1.0356462573146985,-0.5779865353879954,-0.08564026034034938,-0.4801983945163204,-0.6300691844207794,0.46411750059735996,-0.2412795325316411,-1.1577852500300594,0.562,98
Manuel Akanji,DF,Dortmund,26,2261,-0.5818909686733281,0.214,-0.2697389410535962,-1.1963913359413496,0.907,0.924,0.9590000000000001,0.7959999999999999,-0.7032432895370804,-0.9931885795661649,0.09706652179805454,-0.9427502141865478,-0.7203526137949592,-0.7924954699228864,-0.46774713914699984,-1.0022031913437077,-0.9065922726017347,-0.43930042865180746,-0.2978977365396871,0.611,-0.5261164990143594,-0.29375824219817764,-0.013182499396755946,-0.30744497024378353,-0.21542039580216743,-1.0269427051957365,-0.7167677600026122,-0.6291731704793211,-0.7924954699228864,-0.24462199880978383,-0.2412795325316411,-0.42375550662530764,0.621,19
Nathan Aké,DF,Manchester City,27,923,0.5962261679053865,0.4,3.560056807269583,-2.0885059203078757,0.912,0.943,0.922,0.816,-0.7032432895370804,-0.7427727999003545,1.9258445809155804,-0.5322121141399543,-0.7203526137949592,-0.8244052897142506,0.3335456825892766,-0.9137817249865584,-0.9065922726017347,0.19605389310552773,-0.4437148314744109,0.5710000000000001,0.17142811515149817,0.8644781875802731,1.3071516071926048,-0.30744497024378353,1.8619942798074072,-0.0626599794679987,-0.47796762483430827,-0.6291731704793211,-0.8244052897142506,-0.24462199880978383,-0.2412795325316411,0.5965043905898707,0.8370000000000001,3
Paul Akouokou,MF,Betis,24,516,-0.6926610419727555,0.0,-1.0821198573645736,0.8593509671641234,0.875,0.8859999999999999,0.9079999999999999,0.767,-0.7032432895370804,0.4636817858422521,4.114561660314251,0.04023813575221372,-0.7203526137949592,-0.8244052897142506,-0.5001605619348856,0.3584623937901371,-0.9065922726017347,3.993196963268827,4.663847886844571,0.6920000000000001,1.4695153509592032,3.2408809273062746,1.1739924092468088,-0.30744497024378353,2.9323714340019995,0.428229654317063,-0.5920161316950238,-0.6291731704793211,-0.8244052897142506,-0.24462199880978383,-0.2412795325316411,3.2926927929731855,0.9,78
Kevin Akpoguma,DF,Hoffenheim,27,1527,-0.20061558867215573,0.33299999999999996,0.890805225104943,-0.7503340437580868,0.775,0.853,0.838,0.5589999999999999,-0.02005181815787722,-0.36213748656596284,0.002967424921910411,-0.24368491600495087,-0.36093860082823553,0.18552640116287206,1.393600386287909,-0.37620488751860925,-0.12983825863339327,0.05645879450664675,-0.09651952407947345,0.563,1.202981926848425,0.27183822177001554,-0.05054988692165104,1.3086878674983315,-0.03236856571444089,-0.16299682387703207,-0.3025596729118711,0.25348572820206317,0.18552640116287206,-0.24462199880978383,0.704349044093356,-0.08516508160794885,0.511,71
David Alaba,DF,Real Madrid,29,2642,-0.5267679732643871,0.28600000000000003,0.0784243087939655,1.0532889202872813,0.917,0.965,0.943,0.758,-0.37418910811011746,-0.6281542656252301,-0.23189208080173404,-0.6631898039525583,-0.42606708633460144,-0.45233189939621904,-0.3660881597913781,-0.7095140572679404,-0.4015331122134437,-0.9449488671983347,-0.8743250627933502,0.563,-0.7481812260282532,-0.619854977536444,-0.2968100663299963,0.23743403248853645,-0.5913532922258335,-0.8024697812493691,-0.6119521725809862,-0.44793515435450143,-0.45233189939621904,-0.24462199880978383,-0.2412795325316411,-0.8845339916710572,0.5,4
Lucas Alario,FW,Leverkusen,29,655,7.14588595415718,0.565,1.935294974647628,-1.0412409734428236,0.684,0.7170000000000001,0.767,0.28600000000000003,-0.7032432895370804,1.1078592868034511,-1.0580982280068574,-0.3781011065755429,-0.7203526137949592,-0.2598876934395842,-0.3742863748526934,2.714489058684789,3.243260517673785,-0.2962066258162074,-0.0004368484514268678,0.667,0.40176039206509795,-0.5116755325070947,-0.03668069885346727,-0.30744497024378353,0.26891569219502626,1.3647934565820137,3.990662278447073,0.8599812611349029,-0.2598876934395842,5.680656625241392,-0.2412795325316411,-0.1687337622486779,0.364,30
Jordi Alba,DF,Barcelona,33,2644,-0.5268934597006264,0.19399999999999998,-0.3857933576694502,1.3441958499720181,0.843,0.9209999999999999,0.87,0.632,0.4146946457587303,0.049355050970858454,0.47618223157029105,0.2701192115149532,0.3348143386070648,0.3830657911333835,0.528875199707166,-0.3463065595542364,-0.08415548663185111,-0.722560058317768,-0.7442816893590184,0.478,-0.46707814245422263,-0.5219303215794862,-0.5476824495252441,0.23702186985409446,-0.21330183428540492,-0.062097201825638264,-0.42935886245500343,-0.38099783249162544,0.3830657911333835,-0.24462199880978383,-0.2412795325316411,-0.6179332185768489,0.375,6
Luis Alberto,MF,Lazio,29,2353,-0.18707545135757273,0.34,0.19447872540981936,0.6266254234163342,0.831,0.92,0.872,0.5429999999999999,0.5529521634684967,0.45941085909028656,0.6877192828726502,0.22998295834987884,-0.19555163842291456,-0.0885130410280683,-0.4456549050645214,0.2019509888234941,0.37461445177687963,-0.7783255161631991,-0.7848174670003725,0.244,-0.754197895013783,-0.8031115800666917,-0.8086303182050645,-0.30744497024378353,-0.32278061646271333,0.02198883899199829,-0.6114613964329927,-0.3729164058689686,-0.0885130410280683,-0.24462199880978383,-0.2412795325316411,-0.731387913333204,0.423,31
Raúl Albiol,DF,Villarreal,36,2465,-0.6926610419727555,0.16699999999999998,-1.0821198573645736,-1.642448628124613,0.875,0.925,0.9329999999999999,0.763,-0.7032432895370804,-0.9557743370057968,-0.6580869534277298,-1.000681528735946,-0.7203526137949592,-0.8244052897142506,-0.48653388448124285,-1.047105667678664,-0.766248735493763,-0.8726019075867527,-0.8854666295599037,0.643,-0.6470163709399817,-0.5965035621559981,0.5423604598518648,-0.30744497024378353,-0.6471591223411307,-1.0932753589295732,-0.8339566884187873,-0.6291731704793211,-0.8244052897142506,-0.24462199880978383,-0.2412795325316411,-0.5896520905531619,0.654,18
Marc Albrighton,FWDF,Leicester City,32,1132,-0.2501678693049016,0.25,1.819240558031774,0.025417768734544564,0.626,0.851,0.6629999999999999,0.226,0.5255357172898258,0.18764496528952554,-0.35657130298833717,0.18214202114919084,0.8957404303752033,1.1354482026527453,0.5276019284883732,-0.15981436877472868,-0.20806260279628266,0.8595080434315737,0.40465414173140857,0.244,0.895832197306314,0.7053315031734886,-0.4072374741178961,-0.30744497024378353,0.1145668748044333,0.4198196661924602,-0.5225696098597927,-0.3785092057617326,1.1354482026527453,-0.24462199880978383,-0.2412795325316411,-0.12350150612787354,0.353,69
Paco Alcácer,FW,Villarreal,28,787,0.18248587449168485,0.42100000000000004,-0.501847774285304,-0.6921526578211393,0.725,0.818,0.674,0.7,3.052573611253419,0.24276814533298943,-0.6894038287963361,0.11252092415194162,-0.08110259517974763,-0.5608401120442519,-0.4109189680531394,0.2537527864934341,3.4263775057626424,-0.5804435408017433,-0.5856151392637262,0.4,0.05674134106678173,-0.5565954571449677,-0.7805231437517699,-0.30744497024378353,-0.29899733993467265,0.5847536811108184,1.9501535465221427,-0.3812961304012229,-0.5608401120442519,-0.24462199880978383,-0.2412795325316411,-0.45886514545195123,0.4,18
Thiago Alcántara,MF,Liverpool,31,1534,-0.4477609744401557,0.24,-0.617902190901158,0.31632469841928135,0.8959999999999999,0.925,0.93,0.8270000000000001,0.6569045289714508,0.5349094915656379,3.0644409354740887,0.2959515184158804,-0.5414656523216257,-0.7538562976527046,-0.464329361353036,0.584271293055785,0.2210049209157037,0.7766170732241718,0.9932202501980055,0.3,-0.14284076141445815,0.26516782921777643,-0.41183638678683676,1.3013130761918164,0.6588619757281797,0.202232102834902,-0.4543133631495615,-0.35171071148944794,-0.7538562976527046,-0.24462199880978383,-0.2412795325316411,0.6331419768368026,0.698,2
Omar Alderete,DF,Valencia,25,2403,-0.5102684129558976,0.294,0.3105331420256732,-0.052157412514718296,0.622,0.8109999999999999,0.763,0.441,-0.7032432895370804,-0.9290153421011705,-0.5174202816411101,-0.8560824671032253,-0.7203526137949592,-0.798134132939494,-0.4861823014591347,-1.0199365504531497,-0.7626277203873567,-0.3205936888640029,-0.19623645634982262,0.5660000000000001,-0.6494549998647882,-0.00852771390909041,1.0548582737495718,-0.30744497024378353,-0.8608667817697252,-1.0508269893084994,-0.7159178983787374,-0.5775121931483241,-0.798134132939494,-0.24462199880978383,0.4597763597935493,-0.37678160388596116,0.6990000000000001,43
Carles Aleñá,MF,Getafe,24,2320,-0.5847079662270636,0.298,-0.8500110241328658,1.2860144640350706,0.8009999999999999,0.889,0.8240000000000001,0.6509999999999999,-0.4034635835612059,-0.5322848778574876,-0.6112757494013517,-0.6060304429164484,-0.40493583345002404,-0.49398563903519194,-0.489630856629798,-0.50231921305448,-0.5657579681966607,-0.72107206064598,-0.6798366720990049,0.33299999999999996,-0.7764724452893306,-0.8443143226231099,-0.7615734418069336,-0.30744497024378353,-0.9181970747580946,-0.5725965947951759,-0.7117387254116873,-0.5374431247701691,-0.49398563903519194,-0.24462199880978383,-0.2412795325316411,-0.8276805185716432,0.318,84
Trent Alexander-Arnold,DF,Liverpool,23,2853,-0.5609832629348978,0.275,-0.617902190901158,1.247226873410439,0.7440000000000001,0.88,0.805,0.574,0.45468603393089635,0.40168503534936556,0.24397745558197292,0.5223354545156534,0.5941603614245565,0.4431809844645986,0.6129691681788263,0.07973116394954373,0.028820487121969968,-0.7951053569899648,-0.8233673251221186,0.39,-0.8014325441296615,-0.27842367926378214,-0.5551774259097624,-0.09119586025147633,-0.40600953388464284,-0.03220141983049765,-0.45969217555591546,-0.41161037951124235,0.4431809844645986,-0.24462199880978383,-0.2412795325316411,-0.6004411513514128,0.45,2
Allan,MF,Everton,31,2183,-0.6926610419727555,0.429,-1.0821198573645736,1.460558621845913,0.7829999999999999,0.855,0.831,0.631,-0.3846501068233704,-0.6279530509792507,-0.1274347580846361,-0.4644277699727651,-0.5527468120541783,-0.7211241076421674,-0.44280912076333656,-0.6990069540665461,-0.3406168472841015,0.07863843853082868,0.44468150028173997,0.295,-0.2959101464548068,-0.3312278256682437,-0.368470986723986,-0.30744497024378353,-0.7534956464701306,-0.787154512453325,-0.7957693609339813,-0.5641819638690806,-0.7211241076421674,0.2633365770364985,-0.2412795325316411,-0.19205437248364154,0.48,77
Dele Alli,MFFW,Tottenham,26,657,0.6415535319313824,0.5,-1.0821198573645736,0.31632469841928135,0.78,0.87,0.812,0.519,-0.7032432895370804,-0.44147044329187074,0.3296602692696686,0.6010716979363925,-0.7203526137949592,-0.2616061640522924,-0.30960014172561384,0.09183707126079425,0.14651828743220782,2.347158179854697,0.8916574768803655,0.294,4.751334649938445,2.6528100435530213,0.7955485716717524,-0.30744497024378353,0.8349784995791663,0.6558711488154502,0.914990124605362,-0.6291731704793211,-0.2616061640522924,5.662619247390398,-0.2412795325316411,0.9527915300185037,0.45799999999999996,14
Marcos Alonso,DF,Chelsea,31,2167,-0.20146707480500162,0.233,-0.03763010782188851,0.45208126560549167,0.777,0.884,0.8420000000000001,0.46,-0.021234083048357923,0.19537604143334458,-0.4532910264381296,-0.032216561016927915,0.5881830831598017,0.2826202800735325,0.6863384880864757,0.11293744455627978,-0.06276391859471023,-0.4548727420839448,-0.4373636064152482,0.43799999999999994,-0.433385876716775,0.18013752200597358,-0.1702900164928345,-0.30744497024378353,-0.37361665506051983,0.1787860770007349,-0.24747583752899532,-0.2527145303439302,0.2826202800735325,-0.24462199880978383,0.20295207383856992,-0.4477564117788126,0.6940000000000001,5
Yeray Álvarez,DF,Athletic Club,27,1860,-0.6926610419727555,0.0,-1.0821198573645736,-0.9054844062566129,0.828,0.92,0.904,0.636,-0.7032432895370804,-0.9661872571955588,-0.36673435917468034,-0.8655905803196617,-0.7203526137949592,-0.7759186616576146,-0.4919519207024249,-0.935406080529957,-0.773740191583628,-0.43787072598228355,-0.49575393218077835,0.5,-0.45870624912208796,0.330540168188818,0.9167588934311641,-0.30744497024378353,-0.4615295726268015,-0.9949338800109182,-0.7385598274676249,-0.6291731704793211,-0.7759186616576146,-0.24462199880978383,-0.2412795325316411,0.17477642164886972,0.603,86
Dani Alves,DF,Barcelona,39,1098,-0.2364658949235655,0.4,1.2389684749525047,2.6435801358971753,0.8490000000000001,0.934,0.899,0.56,1.2761764448209252,1.5904555866586203,2.9760248043661446,2.1383045609042,3.736561181334065,1.6643099962747248,1.5967659972731785,0.5643154845026542,0.5787375512400496,1.1305763326368719,0.8336352151057074,0.483,0.26481985445332173,0.7541506054713638,-0.5267955226596753,-0.30744497024378353,1.4903498178724064,0.7747081142802162,-0.6253315684587978,-0.6291731704793211,1.6643099962747248,-0.24462199880978383,1.5121811068203572,0.6373679338385532,0.47100000000000003,6
Daniel Amartey,DF,Leicester City,27,2123,-0.6926610419727555,0.5,-1.0821198573645736,3.0120622468311757,0.917,0.946,0.953,0.809,-0.7032432895370804,-0.9552129244458358,-0.5666424037738533,-1.026194326203065,-0.7203526137949592,-0.8244052897142506,-0.46420184151006927,-0.8953342920890315,-0.8134769185956381,-0.7841605074333539,-0.8609177903330617,0.5,-0.19075613573711872,-0.5417377808599816,0.5941019724589934,0.46750709231932225,-0.381731808731807,-1.030167748099963,-0.8339088606798483,-0.6291731704793211,-0.8244052897142506,-0.24462199880978383,-0.2412795325316411,-0.42817094121696553,0.542,69
Felipe Anderson,FW,Lazio,29,2888,-0.2807348318905099,0.364,0.5426419752573812,-0.14912638907629722,0.778,0.86,0.785,0.591,0.04932003052008388,-0.22114692243428455,-0.8650214402719686,0.0571609460903249,-0.13440696748243264,-0.13427671184164605,-0.4145155558349868,-0.33195251255828845,0.00037158797755687187,-0.43674467647564696,-0.43038187091087227,0.304,-0.4893645399394896,-0.7584600882353357,-0.7582113502864098,-0.09381660777562133,-0.8679566463124145,-0.2849135582029434,-0.2377180848777302,0.29193878435634685,-0.13427671184164605,-0.24462199880978383,-0.2412795325316411,-0.9804442945264963,0.38299999999999995,31
Sebastian Andersson,FW,Köln,30,1257,0.3533759211000589,0.371,-0.03763010782188851,-1.0218471781305076,0.664,0.735,0.563,0.429,-0.21911218123873083,-0.21542507874503883,-1.0840545074487107,-0.5759147623144129,-0.4656604641926448,-0.05671963213018472,-0.4831555485941315,-0.2226000583035349,0.23358931055127732,-0.5663290401228657,-0.4749044965425996,0.636,-0.8402230336556434,-1.0089073318309039,-0.533468489162112,-0.30744497024378353,-0.7161842549880305,0.07459487720965147,1.103025531423009,-0.33289315012995185,-0.05671963213018472,-0.24462199880978383,-0.2412795325316411,-0.8823357860382447,0.382,101
Benjamin André,MF,Lille,31,2752,-0.5333988735397942,0.278,0.19447872540981936,-0.6921526578211393,0.807,0.865,0.8370000000000001,0.684,-0.6084728156275561,-0.7836080413195441,-0.3060397128640521,-0.7633948980783714,-0.6704956735878201,-0.6408890404998898,-0.46021502291413174,-0.7672648862995114,-0.6731356360452069,0.0008998506872622087,0.1243059589326131,0.32,-0.23785507603585412,-0.21347218253439898,-0.3733495599750214,-0.08325939218853187,-0.66808848019863,-0.7418213206667675,-0.6902829600918757,-0.5840636761020007,-0.6408890404998898,-0.24462199880978383,0.37087065251829804,-0.4364502850063195,0.593,56
Robert Andrich,MF,Leverkusen,27,1817,-0.0034724461279417116,0.233,0.4265875586415272,0.18056813123307097,0.823,0.894,0.8490000000000001,0.624,-0.2247836597461964,-0.6409300562511963,0.14212138816594416,-0.6368152591914827,-0.7203526137949592,-0.7003200830750884,-0.4749518563338228,-0.5234967699175035,-0.22661189094604223,-0.1997013266594701,0.08193888994014766,0.414,-0.25950457435817575,0.16972973933334481,0.02047901543337585,0.8243816868981217,-0.40101996955937275,-0.6648223892513178,-0.5213506383577778,-0.5803716418503464,-0.7003200830750884,-0.24462199880978383,-0.2412795325316411,0.08744654053378692,0.6559999999999999,30
Angeliño,DF,RB Leipzig,25,2298,-0.4746879038265368,0.467,0.4265875586415272,-0.03276361720240293,0.725,0.899,0.7659999999999999,0.426,0.0533808595752227,0.23332970101754982,-0.4655055805449797,0.5063498697765315,1.767432044060545,1.14569629205434,0.5735211382775278,-0.12292689482363338,-0.0678551135892484,-0.6964377203101857,-0.7622505148125057,0.516,-0.3918507697459012,-0.5439476857931808,-0.3035432913759773,-0.30744497024378353,-0.5276589697565656,-0.1507551208644832,-0.3626740954410078,-0.35906584122260715,1.14569629205434,-0.24462199880978383,-0.2412795325316411,-0.624490560704035,0.47700000000000004,13
Cristian Ansaldi,DF,Torino,35,691,-0.6926610419727555,0.14300000000000002,-1.0821198573645736,0.3551122890439128,0.7090000000000001,0.904,0.733,0.509,4.203425993512328,3.3766880879238275,3.418265961277722,3.410623301332191,8.74443311768439,5.1139786935464,3.1721313070565187,2.192354790877144,3.7422692599855623,2.3411944367604653,1.2246875949738478,0.7859999999999999,1.5416353667030873,-0.17066864811918128,0.3843029573372082,-0.30744497024378353,1.6782120554913358,2.273074230047634,0.6578185904846982,2.0399808850807615,5.1139786935464,-0.24462199880978383,-0.2412795325316411,1.3853295206930778,0.5,99
